Title,Price,SKU,Vendor,Product Type,Description,Images
Surplice Neck Short Sleeve T-Shirt,5.99,P1949 Black S,MOON,Tank Top,"<p><meta charset=""utf-8"">T-shirt with a surplice neckline, slightly short sleeves, and under bust seam detailing. Designed to create a flattering silhouette, this stylish piece combines comfort and elegance, making it perfect for everyday wear.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037363D33-1.jpg?v=1782372115, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003736303-1.jpg?v=1781766582, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037363D33-2.jpg?v=1782372111, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003736303-6.jpg?v=1781766566, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037363D33-3.jpg?v=1782372107, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003736303-2.jpg?v=1781766579, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037363D33-4.jpg?v=1782372104, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003736303-5.jpg?v=1781766569, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037363D33-5.jpg?v=1782372100, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003736303-3.jpg?v=1781766576, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037363D33-6.jpg?v=1782372097, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003736303-4.jpg?v=1781766572"
Crew Neck Side Ruched Blouse,6.99,A18913 Bitter Coffee S,INFINITY,Tank Top,"<p><meta charset=""utf-8"">Sleeveless blouse with a crew neck and slightly dropped shoulders. Designed with side ruching detail and a crinkled textured fabric, this lightweight piece offers a modern, relaxed silhouette for effortless everyday styling.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340K78-1.jpg?v=1781766361, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340221-1.jpg?v=1781766334, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340K78-2.jpg?v=1781766358, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003734010-1.jpg?v=1781766307, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340K78-3.jpg?v=1781766354, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340221-2.jpg?v=1781766331, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340K78-4.jpg?v=1781766350, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003734010-6.jpg?v=1781766292, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340K78-5.jpg?v=1781766347, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340221-3.jpg?v=1781766327, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340K78-6.jpg?v=1781766344, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003734010-2.jpg?v=1781766304, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340221-4.jpg?v=1781766324, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003734010-5.jpg?v=1781766295, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340221-5.jpg?v=1781766321, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003734010-3.jpg?v=1781766301, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037340221-6.jpg?v=1781766317, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003734010-4.jpg?v=1781766298"
Baggy Jean Pants,18.99,PN10028 Dark Night Blue 26,WEST,Trousers,"<p><meta charset=""utf-8"">High waisted baggy jeans with button closure, zipper fly, four pocket design, and belt loops. Offering a relaxed fit and timeless denim style, this versatile piece is perfect for casual everyday outfits and modern streetwear looks.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B02-1.jpg?v=1782372025, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B46-1.jpg?v=1781766279, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B02-2.jpg?v=1782372021, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003732328-1.jpg?v=1781766250, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B02-3.jpg?v=1782372017, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B46-2.jpg?v=1781766276, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B02-4.jpg?v=1782372013, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003732328-6.jpg?v=1781766233, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B02-5.jpg?v=1782372008, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B46-3.jpg?v=1781766272, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B02-6.jpg?v=1782372004, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003732328-2.jpg?v=1781766247, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B46-4.jpg?v=1781766269, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003732328-5.jpg?v=1781766236, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B46-5.jpg?v=1781766265, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003732328-3.jpg?v=1781766243, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037323B46-6.jpg?v=1781766262, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003732328-4.jpg?v=1781766240"
Elastic Waist Linen Trousers,19.99,PN18273 Ecru S,CRAZY,Trousers,"<p><meta charset=""utf-8"">Elastic waist harem pants made from breathable linen fabric. Featuring side pockets and elasticated hems, this relaxed fit piece offers maximum comfort and effortless style, perfect for casual everyday wear and warm weather outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B46-1.jpg?v=1781766223, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B02-1.jpg?v=1781766133, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B46-2.jpg?v=1781766220, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003730228-1.jpg?v=1781766106, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B46-3.jpg?v=1781766216, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B02-2.jpg?v=1781766129, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B46-4.jpg?v=1781766213, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003730228-6.jpg?v=1781766089, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B46-5.jpg?v=1781766210, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B02-3.jpg?v=1781766126, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B46-6.jpg?v=1781766206, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003730228-2.jpg?v=1781766103, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B02-4.jpg?v=1781766123, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003730228-5.jpg?v=1781766092, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B02-5.jpg?v=1781766120, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003730228-3.jpg?v=1781766100, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037302B02-6.jpg?v=1781766117, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003730228-4.jpg?v=1781766096"
Patterned Strappy Blouse,6.99,A18218 Colourful S,CRAZY,Tank Top,"<p><meta charset=""utf-8"">Patterned blouse with a V-neckline, adjustable straps, and a double layered bust for enhanced comfort and coverage. Finished with sheer detailing, this feminine design adds a light and elegant touch to both casual and dressy outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037163473-1.jpg?v=1781765717, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037163473-6.jpg?v=1781765698, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037163473-2.jpg?v=1781765713, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037163473-5.jpg?v=1781765702, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037163473-3.jpg?v=1781765709, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037163473-4.jpg?v=1781765705"
Striped Boat Neck T-Shirt,6.99,P1939 Baby Blue S,MOON,T-Shirt,"<p><meta charset=""utf-8"">Boat neck t-shirt with short sleeves and a subtle striped pattern. Featuring a seamless rolled hem with a naturally curved finish, this lightweight piece offers a relaxed and modern look for everyday casual styling.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037069B60-1.jpg?v=1781765168, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037069B60-6.jpg?v=1781765151, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037069B60-2.jpg?v=1781765165, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037069B60-5.jpg?v=1781765155, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037069B60-3.jpg?v=1781765161, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037069B60-4.jpg?v=1781765158"
Strapless Shirred Bustier,8.99,B17468 Ecru S,CRAZY,Bustier,"<p><meta charset=""utf-8"">Strapless bustier with a smocked design and solid color finish. Comfortable and flattering, this feminine piece offers a secure fit while creating a stylish silhouette, making it perfect for warm weather and casual chic outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035800B02-1.jpg?v=1781764487, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035800B02-5.jpg?v=1781764473, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035800B02-2.jpg?v=1781764484, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035800B02-4.jpg?v=1781764477, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035800B02-3.jpg?v=1781764480"
Strapless Bustier,6.99,B17392 Bitter Coffee S,CRAZY,Bustier,"<p><meta charset=""utf-8"">Strapless bustier with lace details, an elasticated design, and a solid color finish. Featuring a double layered construction for added comfort and coverage, this feminine piece creates a flattering silhouette and is perfect for stylish summer looks.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459Z55-1.jpg?v=1781764266, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459K78-1.jpg?v=1781764241, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459Z55-2.jpg?v=1781764262, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003545902-1.jpg?v=1781764141, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459Z55-3.jpg?v=1781764259, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459K78-2.jpg?v=1781764237, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459Z55-4.jpg?v=1781764255, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003545902-6.jpg?v=1781764123, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459Z55-5.jpg?v=1781764252, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459K78-3.jpg?v=1781764234, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003545902-2.jpg?v=1781764138, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459K78-4.jpg?v=1781764231, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003545902-5.jpg?v=1781764126, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459K78-5.jpg?v=1781764227, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003545902-3.jpg?v=1781764134, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035459K78-6.jpg?v=1781764223, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003545902-4.jpg?v=1781764130"
Printed Slogan T-Shirt,5.99,P9028 Baby Blue S,GLORY,T-Shirt,"<p><meta charset=""utf-8"">Fitted crew neck t-shirt with short sleeves and a slogan print detail. Designed to highlight the silhouette while offering everyday comfort, this modern piece is perfect for casual outfits and effortless styling.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037404B60-1.jpg?v=1781766743, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003740404-1.jpg?v=1781766715, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037404B60-2.jpg?v=1781766739, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003740404-6.jpg?v=1781766698, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037404B60-3.jpg?v=1781766735, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003740404-2.jpg?v=1781766712, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037404B60-4.jpg?v=1781766732, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003740404-5.jpg?v=1781766702, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037404B60-5.jpg?v=1781766728, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003740404-3.jpg?v=1781766708, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037404B60-6.jpg?v=1781766725, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003740404-4.jpg?v=1781766705"
Bow Detail Blouse with Broderie Trim,8.99,A18306 Baby Blue S,CRAZY,Tank Top,"<p><meta charset=""utf-8"">V-neck blouse with broderie anglaise trim details, a lined bust area, and a bow tie closure at the center. Designed with adjustable thin straps and a relaxed fit, this feminine piece offers both comfort and elegant summer styling.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408Z55-1.jpg?v=1781766796, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408B60-1.jpg?v=1781766770, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408Z55-2.jpg?v=1781766792, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408B60-6.jpg?v=1781766752, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408Z55-3.jpg?v=1781766789, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408B60-2.jpg?v=1781766766, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408Z55-4.jpg?v=1781766786, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408B60-5.jpg?v=1781766756, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408Z55-5.jpg?v=1781766783, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408B60-3.jpg?v=1781766763, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408Z55-6.jpg?v=1781766779, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037408B60-4.jpg?v=1781766760"
Embroidered Cami Blouse,7.99,A1824 Dark Night Blue S,MOON,Tank Top,"<p><meta charset=""utf-8"">Spaghetti strap top with embroidery and lace detailing in a solid color design. Featuring a double layered bust for added comfort and coverage, this feminine piece offers a delicate and elegant look for everyday and summer styling.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035632Z55-1.jpg?v=1781764320, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003563228-1.jpg?v=1781764293, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035632Z55-2.jpg?v=1781764317, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003563228-6.jpg?v=1781764276, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035632Z55-3.jpg?v=1781764313, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003563228-2.jpg?v=1781764290, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035632Z55-4.jpg?v=1781764310, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003563228-5.jpg?v=1781764280, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035632Z55-5.jpg?v=1781764306, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003563228-3.jpg?v=1781764287, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00035632Z55-6.jpg?v=1781764303, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003563228-4.jpg?v=1781764284"
Sequin Denim Mini Skirt,15.99,E18439 Blue S,CRAZY,Skirt,"<p><meta charset=""utf-8"">Denim mini skirt with a normal waist, button closure, zipper fly, belt loops, and pocket details. Featuring sequin embellishments and an unlined design, this eye-catching piece adds a trendy and stylish touch to everyday outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003757601-1.jpg?v=1780530522, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003757601-2.jpg?v=1780530519, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003757601-5.jpg?v=1780530510, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003757601-3.jpg?v=1780530516, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003757601-4.jpg?v=1780530513, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003757601-6.jpg?v=1780530507"
Lace Collar T-Shirt,7.99,P19818 Blue S,INFINITY,T-Shirt,"<p><meta charset=""utf-8"">Short-sleeve V-neck t-shirt with delicate lace trim along the neckline and a solid color design. Soft, feminine, and easy to style, this versatile piece brings an elegant touch to everyday casual outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549K36-1.jpg?v=1780530379, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549B02-1.jpg?v=1780530354, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549K36-2.jpg?v=1780530376, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549K36-3.jpg?v=1780530373, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549B02-2.jpg?v=1780530351, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549K36-4.jpg?v=1780530370, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549B02-5.jpg?v=1780530342, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549K36-5.jpg?v=1780530367, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549B02-3.jpg?v=1780530348, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549K36-6.jpg?v=1780530364, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549B02-4.jpg?v=1780530345, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037549B02-6.jpg?v=1780530339, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754901-1.webp?v=1782114934, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754901-4.webp?v=1782114934, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754901-6.webp?v=1782114934, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754901-2.webp?v=1782114934, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754901-3.webp?v=1782114934, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754901-5.webp?v=1782114934"
V-Neck Ruched Blouse,6.99,P0957 Black S,CHICORY,T-Shirt,"<p><meta charset=""utf-8"">Short sleeve V-neck blouse in a solid color with ruched detailing. Designed to combine comfort and elegance, this versatile piece adds a feminine touch to everyday outfits and can be styled effortlessly for different occasions.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542Z55-1.jpg?v=1782372476, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542B02-1.jpg?v=1780530301, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542Z55-2.jpg?v=1782372473, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754203-1.jpg?v=1780530277, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542Z55-3.jpg?v=1782372469, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542B02-2.jpg?v=1780530298, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542Z55-4.jpg?v=1782372465, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542B02-3.jpg?v=1780530295, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542Z55-5.jpg?v=1782372461, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754203-2.jpg?v=1780530274, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542B02-4.jpg?v=1780530292, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754203-5.jpg?v=1780530264, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542B02-5.jpg?v=1780530289, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754203-3.jpg?v=1780530271, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037542B02-6.jpg?v=1780530286, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754203-4.jpg?v=1780530267, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003754203-6.jpg?v=1780530261"
Elastic Waist Mini Skirt,11.99,E18377 Dark Night Blue S,CRAZY,Skirt,"<p><meta charset=""utf-8"">Mini skirt with an elastic waistband, adjustable drawstring, and built-in shorts lining. Designed in a solid color, this comfortable and practical piece offers ease of movement while maintaining a stylish and feminine look.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037525H61-1.jpg?v=1781767661, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003752528-1.jpg?v=1780530098, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037525H61-2.jpg?v=1781767657, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003752528-2.jpg?v=1780530095, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037525H61-3.jpg?v=1781767652, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003752528-5.jpg?v=1780530085, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037525H61-4.jpg?v=1781767648, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003752528-3.jpg?v=1780530092, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037525H61-5.jpg?v=1781767644, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003752528-4.jpg?v=1780530089, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037525H61-6.jpg?v=1781767639, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003752528-6.jpg?v=1780530082"
Crew Neck Embellished T-Shirt,5.99,P9032 Ecru S,GLORY,T-Shirt,"<p><meta charset=""utf-8"">Short sleeve crew neck t-shirt featuring a printed design, rhinestone embellishments, and a body hugging fit. Stylish and eye catching, this piece creates a flattering silhouette while adding a touch of sparkle to everyday outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037492B02-1.jpg?v=1780529967, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037492B02-2.jpg?v=1780529964, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037492B02-5.jpg?v=1780529955, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037492B02-3.jpg?v=1780529961, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037492B02-4.jpg?v=1780529958, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037492B02-6.jpg?v=1780529952"
Halter Neck Knit Tank Top,6.99,A10361 Dark Night Blue STD,KİNG,Tank Top,"<p><meta charset=""utf-8"">Body hugging knit tank top with a halter tie neck design and solid color finish. Soft, comfortable, and stylish, this versatile piece creates a flattering silhouette and pairs effortlessly with both casual and chic outfits.</p>","https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037484B02-1.jpg?v=1780529921, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003748428-1.jpg?v=1780529899, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037484B02-2.jpg?v=1780529918, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003748428-6.jpg?v=1780529884, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037484B02-3.jpg?v=1780529915, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003748428-2.jpg?v=1780529896, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037484B02-4.jpg?v=1780529912, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003748428-5.jpg?v=1780529888, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037484B02-5.jpg?v=1780529909, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003748428-3.jpg?v=1780529894, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-00037484B02-6.jpg?v=1780529906, https://cdn.shopify.com/s/files/1/0593/7466/5833/files/ADX-0003748428-4.jpg?v=1780529891"
